Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
mirtazapine,anorexia,1.0,0.01132,1.0173,1.1e-05,0.005002,1
mirtazapine,cocaine-related disorders,1.0,0.011837,1.0208,3.8e-05,0.005004,1
mirtazapine,neoplasms,1.0,0.01275,1.0526,0.00019,0.00501,1
mirtazapine,alcoholism,1.0,0.01235,1.0243,5.4e-05,0.005005,1
mirtazapine,vomiting,1.0,0.013322,1.0297,9.8e-05,0.005006,1
mirtazapine,nausea,1.0,0.011077,1.0201,2.2e-05,0.005003,1
mirtazapine,hyperemesis gravidarum,1.0,0.009465,1.0169,5e-06,0.005002,1
mirtazapine,weight loss,1.0,0.010046,1.0198,2.2e-05,0.005003,1
mirtazapine,substance-related disorders,1.0,0.010929,1.022,4.9e-05,0.005004,1
mirtazapine,hiv infections,1.0,0.022478,1.1379,0.000652,0.005023,1
mirtazapine,inflammatory bowel diseases,1.0,0.010782,1.0209,3.3e-05,0.005003,1
sugammadex,joint diseases,1.0,0.026123,1.0126,1.8e-05,0.005003,1
sugammadex,obesity,1.0,0.03591,1.1293,0.000216,0.005018,1
sugammadex,vomiting,1.0,0.032075,1.0204,3.7e-05,0.005007,1
sugammadex,synesthesia,1.0,0.033132,1.0261,5.9e-05,0.005008,1
sugammadex,stomach neoplasms,1.0,0.025932,1.0184,2.4e-05,0.005003,1
sugammadex,postoperative nausea and vomiting,1.0,0.031744,1.019,3.5e-05,0.005007,1
infliximab,lymphocytosis,1.0,0.01669,1.0131,2.4e-05,0.005004,1
infliximab,"arthritis, rheumatoid",1.0,0.025385,1.09,0.00031,0.005018,1
infliximab,spondylarthropathies,1.0,0.01322,1.0104,8e-06,0.005002,1
infliximab,"arthritis, psoriatic",1.0,0.016589,1.0146,3.3e-05,0.005006,1
infliximab,crohn disease,1.0,0.015401,1.0172,3.3e-05,0.005004,1
infliximab,colitis,1.0,0.01669,1.0131,2.4e-05,0.005004,1
infliximab,pemphigus,1.0,0.01285,1.0095,4e-06,0.005002,1
infliximab,"arthritis, juvenile",1.0,0.016545,1.0189,4.9e-05,0.005006,1
infliximab,hermanski-pudlak syndrome,1.0,0.01669,1.0131,2.4e-05,0.005004,1
infliximab,"diabetes mellitus, type 1",1.0,0.017381,1.0385,0.000118,0.005008,1
infliximab,psoriasis,1.0,0.016028,1.0142,2.9e-05,0.005005,1
infliximab,arthritis,1.0,0.019427,1.0397,0.000143,0.005011,1
antimony,"leishmaniasis, cutaneous",1.0,0.456929,1.0004,0.0,0.005,1
serine proteinase inhibitors,pancreatic neoplasms,1.0,0.149272,1.0211,5e-06,0.005002,1
oxcarbazepine,psychophysiologic disorders,1.0,0.056663,1.0686,0.000151,0.005028,1
oxcarbazepine,dementia,1.0,0.058864,1.0909,0.000173,0.00503,1
oxcarbazepine,seizures,1.0,0.035701,1.0256,4.1e-05,0.00501,1
oxcarbazepine,"epilepsies, partial",1.0,0.032212,1.0161,1.9e-05,0.005006,1
oxcarbazepine,epilepsy,1.0,0.044781,1.0695,0.000112,0.005019,1
progesterone,memory disorders,1.0,0.01356,1.0203,1.2e-05,0.005003,1
progesterone,diabetes mellitus,1.0,0.022859,1.1002,0.000293,0.005024,1
progesterone,thrombosis,1.0,0.015213,1.0252,4.1e-05,0.005006,1
progesterone,hypertension,1.0,0.027236,1.118,0.000403,0.005029,1
progesterone,hypercholesterolemia,1.0,0.016316,1.0361,6.1e-05,0.005011,1
progesterone,osteoporosis,1.0,0.015924,1.0263,4.9e-05,0.005006,1
progesterone,heart diseases,1.0,0.017539,1.0324,7.3e-05,0.00501,1
progesterone,coronary disease,1.0,0.016898,1.0363,6.9e-05,0.005012,1
progesterone,myocardial ischemia,1.0,0.014989,1.025,3.3e-05,0.005006,1
progesterone,cardiovascular diseases,1.0,0.022211,1.0821,0.00024,0.005023,1
progesterone,alzheimer disease,1.0,0.024931,1.1459,0.000465,0.005026,1
progesterone,bone diseases,1.0,0.013553,1.0209,1.2e-05,0.005004,1
enoxaparin,placental insufficiency,1.0,0.057275,1.0057,1e-06,0.005,1
enoxaparin,obesity,1.0,0.075418,1.1274,0.000108,0.005014,1
enoxaparin,pre-eclampsia,1.0,0.070645,1.024,2.1e-05,0.005004,1
doxorubicin,"lymphoma, non-hodgkin",1.0,0.007771,1.0682,0.000221,0.005025,1
doxorubicin,"lymphoma, follicular",1.0,0.006422,1.0548,0.000116,0.005014,1
doxorubicin,"lymphoma, b-cell",1.0,0.005995,1.0539,9.5e-05,0.005015,1
doxorubicin,"adenoma, islet cell",1.0,0.00499,1.0416,2.1e-05,0.005005,1
doxorubicin,"lymphoma, large-cell, immunoblastic",1.0,0.006771,1.0572,0.000126,0.005019,1
doxorubicin,neoplasm metastasis,1.0,0.006255,1.051,0.000116,0.00501,1
doxorubicin,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.008004,1.0709,0.000242,0.005025,1
doxorubicin,rhabdomyosarcoma,1.0,0.007338,1.0543,0.000137,0.005016,1
doxorubicin,burkitt lymphoma,1.0,0.007103,1.0621,0.000158,0.005021,1
doxorubicin,sarcoma,1.0,0.007437,1.0588,0.000179,0.005019,1
doxorubicin,obesity,1.0,0.008815,1.1653,0.001116,0.005024,1
doxorubicin,triple negative breast neoplasms,1.0,0.006893,1.0583,0.000179,0.005016,1
doxorubicin,"lymphoma, large-cell, anaplastic",1.0,0.00549,1.0476,5.3e-05,0.005011,1
doxorubicin,lymphoma,1.0,0.011197,1.0979,0.000526,0.005037,1
doxorubicin,astrocytoma,1.0,0.006399,1.0508,0.000137,0.005011,1
doxorubicin,leukemia,1.0,0.008493,1.0793,0.000358,0.005026,1
doxorubicin,kidney neoplasms,1.0,0.006584,1.0589,0.000137,0.005016,1
doxorubicin,carcinoma,1.0,0.009078,1.0742,0.000337,0.005022,1
doxorubicin,mediastinal neoplasms,1.0,0.006771,1.0572,0.000126,0.005019,1
doxorubicin,ovarian neoplasms,1.0,0.007064,1.0574,0.000147,0.005017,1
doxorubicin,"lymphoma, t-cell, peripheral",1.0,0.005928,1.0476,6.3e-05,0.00501,1
doxorubicin,"lymphoma, large b-cell, diffuse",1.0,0.006392,1.0547,0.000105,0.005017,1
doxorubicin,liver neoplasms,1.0,0.006318,1.0471,7.4e-05,0.005007,1
doxorubicin,precancerous conditions,1.0,0.0063,1.053,0.000105,0.005014,1
doxorubicin,"neoplasms, neuroepithelial",1.0,0.004635,1.0409,1.1e-05,0.005004,1
doxorubicin,hiv infections,1.0,0.012349,1.1636,0.001263,0.005034,1
doxorubicin,pancreatic neoplasms,1.0,0.007127,1.0599,0.000168,0.005015,1
doxorubicin,hodgkin disease,1.0,0.007641,1.0548,0.000158,0.005014,1
doxorubicin,breast neoplasms,1.0,0.010144,1.1038,0.0006,0.005028,1
doxorubicin,zollinger-ellison syndrome,1.0,0.005512,1.0423,4.2e-05,0.005005,1
doxorubicin,head and neck neoplasms,1.0,0.006565,1.0551,0.000137,0.005015,1
perphenazine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
perphenazine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
sodium tetradecyl sulfate,varicose veins,1.0,0.279553,1.001,1e-06,0.005,1
prasugrel hydrochloride,diabetes mellitus,1.0,0.085458,1.0852,4.9e-05,0.00501,1
prasugrel hydrochloride,coronary artery disease,1.0,0.076028,1.0247,1.4e-05,0.005004,1
goserelin,metabolic syndrome,1.0,0.049203,1.0404,3.3e-05,0.005005,1
goserelin,prostatic neoplasms,1.0,0.056684,1.0328,2.8e-05,0.005005,1
goserelin,breast neoplasms,1.0,0.056366,1.0675,5.8e-05,0.005009,1
platelet aggregation inhibitors,diabetes mellitus,1.0,0.033191,1.094,0.000171,0.005021,1
platelet aggregation inhibitors,hypertension,1.0,0.036009,1.1117,0.000235,0.005024,1
platelet aggregation inhibitors,intracranial arteriosclerosis,1.0,0.021435,1.0169,1.4e-05,0.005003,1
platelet aggregation inhibitors,atherosclerosis,1.0,0.025007,1.0382,5e-05,0.00501,1
platelet aggregation inhibitors,heart diseases,1.0,0.025342,1.0265,4.3e-05,0.005008,1
platelet aggregation inhibitors,coronary disease,1.0,0.024388,1.0305,4e-05,0.00501,1
platelet aggregation inhibitors,cardiovascular diseases,1.0,0.031797,1.076,0.00014,0.00502,1
decitabine,myelodysplastic syndromes,1.0,0.055549,1.0361,3e-05,0.005008,1
decitabine,"leukemia, myeloid, acute",1.0,0.054241,1.0347,2.5e-05,0.005007,1
decitabine,leukemia,1.0,0.053758,1.0434,3.5e-05,0.005009,1
methacholine chloride,asthma,1.0,0.1652,1.051,1.7e-05,0.005006,1
sitagliptin phosphate,glucose intolerance,1.0,0.011985,1.0395,8.2e-05,0.005009,1
sitagliptin phosphate,myocardial infarction,1.0,0.010566,1.0323,4.9e-05,0.005006,1
sitagliptin phosphate,diabetic ketoacidosis,1.0,0.00917,1.0271,1.1e-05,0.005003,1
sitagliptin phosphate,diabetes mellitus,1.0,0.01928,1.1057,0.000391,0.005029,1
sitagliptin phosphate,inflammation,1.0,0.010628,1.0351,6.5e-05,0.005007,1
sitagliptin phosphate,obesity,1.0,0.019815,1.1471,0.000576,0.005031,1
sitagliptin phosphate,neoplasms,1.0,0.011413,1.0595,0.00019,0.005008,1
sitagliptin phosphate,polycystic ovary syndrome,1.0,0.010671,1.0338,4.9e-05,0.005007,1
sitagliptin phosphate,atherosclerosis,1.0,0.01237,1.0493,0.000114,0.005013,1
sitagliptin phosphate,heart failure,1.0,0.012969,1.0382,9.8e-05,0.005009,1
sitagliptin phosphate,"diabetes mellitus, type 2",1.0,0.018851,1.096,0.000386,0.005028,1
sitagliptin phosphate,"diabetes mellitus, type 1",1.0,0.012978,1.0527,0.000158,0.005013,1
sitagliptin phosphate,coronary disease,1.0,0.01178,1.0414,9.2e-05,0.005011,1
sitagliptin phosphate,"angina, unstable",1.0,0.009001,1.024,5e-06,0.005002,1
sitagliptin phosphate,cardiovascular diseases,1.0,0.016627,1.0874,0.000321,0.005024,1
sitagliptin phosphate,hyperglycemia,1.0,0.010193,1.0325,3.8e-05,0.005006,1
dacarbazine,skin neoplasms,1.0,0.025101,1.014,1e-05,0.005003,1
dacarbazine,lymphoma,1.0,0.033115,1.0652,0.000102,0.005012,1
dacarbazine,melanoma,1.0,0.028365,1.0194,2.4e-05,0.005004,1
dacarbazine,precancerous conditions,1.0,0.026483,1.0217,2e-05,0.005004,1
dacarbazine,hiv infections,1.0,0.03698,1.129,0.000245,0.005019,1
dacarbazine,hodgkin disease,1.0,0.029777,1.0234,3.1e-05,0.005005,1
alpha-mannosidase,asthma,1.0,0.1652,1.051,1.7e-05,0.005006,1
nevirapine,hiv-associated lipodystrophy syndrome,1.0,0.02658,1.0203,3.6e-05,0.005007,1
nevirapine,coinfection,1.0,0.022063,1.0097,7e-06,0.005001,1
nevirapine,lipodystrophy,1.0,0.021527,1.0106,7e-06,0.005002,1
nevirapine,acquired immunodeficiency syndrome,1.0,0.02812,1.024,5.5e-05,0.005008,1
nevirapine,infections,1.0,0.027106,1.0202,4.3e-05,0.005007,1
nevirapine,cardiovascular diseases,1.0,0.029043,1.072,0.00014,0.005013,1
nevirapine,hiv infections,1.0,0.044832,1.1292,0.000285,0.005023,1
cidofovir,acquired immunodeficiency syndrome,1.0,0.084754,1.0165,1.6e-05,0.005003,1
cidofovir,cytomegalovirus retinitis,1.0,0.089824,1.0026,3e-06,0.005001,1
vitamin a,diabetes mellitus,1.0,0.158897,1.0842,2.4e-05,0.005009,1
histidine,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
aromatase inhibitors,breast neoplasms,1.0,0.156874,1.0645,1.9e-05,0.005007,1
rosiglitazone,hiv-associated lipodystrophy syndrome,1.0,0.010618,1.0445,9.2e-05,0.005007,1
rosiglitazone,"colitis, ulcerative",1.0,0.008653,1.0385,3.1e-05,0.005004,1
rosiglitazone,diabetes mellitus,1.0,0.016248,1.1159,0.00044,0.00503,1
rosiglitazone,metabolic syndrome,1.0,0.012099,1.0688,0.000196,0.005019,1
rosiglitazone,insulin resistance,1.0,0.011307,1.055,0.000134,0.005012,1
rosiglitazone,obesity,1.0,0.018613,1.1577,0.000648,0.005037,1
rosiglitazone,hypertension,1.0,0.018062,1.134,0.000605,0.005034,1
rosiglitazone,body weight changes,1.0,0.008644,1.0346,1.2e-05,0.005003,1
rosiglitazone,atherosclerosis,1.0,0.010586,1.059,0.000128,0.005013,1
rosiglitazone,"leukoplakia, oral",1.0,0.008172,1.0339,6e-06,0.005002,1
rosiglitazone,"diabetes mellitus, type 2",1.0,0.016156,1.1062,0.000434,0.005031,1
rosiglitazone,asthma,1.0,0.012726,1.0834,0.000312,0.005016,1
rosiglitazone,"renal insufficiency, chronic",1.0,0.011572,1.0563,0.000159,0.005012,1
rosiglitazone,alzheimer disease,1.0,0.018526,1.1623,0.000697,0.005035,1
rosiglitazone,hyperinsulinism,1.0,0.008928,1.0376,1.8e-05,0.005004,1
rosiglitazone,hiv infections,1.0,0.017839,1.156,0.000734,0.005027,1
rosiglitazone,inflammatory bowel diseases,1.0,0.009406,1.0371,3.7e-05,0.005004,1
rosiglitazone,pituitary acth hypersecretion,1.0,0.008884,1.0344,1.2e-05,0.005003,1
fluorouracil,"adenoma, islet cell",1.0,0.009319,1.0155,1.1e-05,0.005003,1
fluorouracil,esophageal neoplasms,1.0,0.011433,1.0266,6.5e-05,0.005009,1
fluorouracil,neoplasm metastasis,1.0,0.012031,1.0246,6e-05,0.005009,1
fluorouracil,rectal neoplasms,1.0,0.012233,1.0198,3.3e-05,0.005006,1
fluorouracil,gastrointestinal neoplasms,1.0,0.011464,1.0205,3.8e-05,0.005008,1
fluorouracil,triple negative breast neoplasms,1.0,0.013111,1.0318,9.2e-05,0.005013,1
fluorouracil,kidney neoplasms,1.0,0.010658,1.0323,7.1e-05,0.005007,1
fluorouracil,biliary tract neoplasms,1.0,0.012197,1.0205,4.9e-05,0.005009,1
fluorouracil,"carcinoma, pancreatic ductal",1.0,0.01102,1.0177,3.3e-05,0.005006,1
fluorouracil,carcinoma,1.0,0.015511,1.0473,0.000174,0.005016,1
fluorouracil,colorectal neoplasms,1.0,0.014903,1.032,0.000109,0.005013,1
fluorouracil,stomach neoplasms,1.0,0.012936,1.0245,6.5e-05,0.005009,1
fluorouracil,pancreatic neoplasms,1.0,0.013264,1.0334,8.7e-05,0.005011,1
fluorouracil,breast neoplasms,1.0,0.016717,1.0762,0.00031,0.005019,1
fluorouracil,zollinger-ellison syndrome,1.0,0.010262,1.0162,2.2e-05,0.005003,1
fluorouracil,head and neck neoplasms,1.0,0.011459,1.0286,7.1e-05,0.005009,1
acarbose,glucose intolerance,1.0,0.021913,1.0286,4.1e-05,0.005006,1
acarbose,diabetes mellitus,1.0,0.029896,1.0941,0.000196,0.00502,1
acarbose,insulin resistance,1.0,0.021638,1.0344,6e-05,0.005007,1
acarbose,acute coronary syndrome,1.0,0.018938,1.0186,1.6e-05,0.005003,1
acarbose,"diabetes mellitus, type 2",1.0,0.029469,1.0845,0.000193,0.005019,1
acarbose,pediatric obesity,1.0,0.019337,1.0131,5e-06,0.005001,1
acarbose,coronary disease,1.0,0.020852,1.0305,4.6e-05,0.005008,1
acarbose,cardiovascular diseases,1.0,0.026219,1.076,0.00016,0.005017,1
escitalopram,psychophysiologic disorders,1.0,0.021632,1.0889,0.000544,0.005034,1
escitalopram,folliculitis,1.0,0.00926,1.0303,2.4e-05,0.005004,1
escitalopram,neoplasm metastasis,1.0,0.009407,1.0387,6.7e-05,0.005005,1
escitalopram,pain,1.0,0.012297,1.0601,0.000226,0.005013,1
escitalopram,dementia,1.0,0.022563,1.1115,0.000624,0.005038,1
escitalopram,inflammation,1.0,0.009327,1.0393,7.3e-05,0.005005,1
escitalopram,stroke,1.0,0.011482,1.0545,0.000171,0.005009,1
escitalopram,neoplasms,1.0,0.010959,1.0638,0.000214,0.005012,1
escitalopram,dyspepsia,1.0,0.008989,1.0286,1.2e-05,0.005003,1
escitalopram,acquired immunodeficiency syndrome,1.0,0.010676,1.0429,0.000141,0.005008,1
escitalopram,rectal diseases,1.0,0.009739,1.0372,6.7e-05,0.005007,1
escitalopram,asthma,1.0,0.013414,1.0778,0.000312,0.005013,1
escitalopram,"epilepsy, temporal lobe",1.0,0.008097,1.0282,6e-06,0.005002,1
escitalopram,"depression, postpartum",1.0,0.008673,1.0301,1.8e-05,0.005003,1
escitalopram,epilepsy,1.0,0.014503,1.0897,0.000403,0.005023,1
escitalopram,alzheimer disease,1.0,0.018632,1.1562,0.000697,0.005031,1
escitalopram,hiv infections,1.0,0.017116,1.15,0.000734,0.005028,1
escitalopram,polyneuropathies,1.0,0.008633,1.0311,2.4e-05,0.005004,1
saquinavir,hiv-associated lipodystrophy syndrome,1.0,0.051807,1.0182,1.5e-05,0.005005,1
saquinavir,cardiovascular diseases,1.0,0.055453,1.0698,6e-05,0.005011,1
saquinavir,hiv infections,1.0,0.070454,1.1269,0.000122,0.005019,1
cytarabine,thrombocytopenia,1.0,0.007318,1.0326,5.9e-05,0.00501,1
cytarabine,spinocerebellar degenerations,1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,"polyradiculoneuropathy, chronic inflammatory demyelinating",1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,"lymphoma, large-cell, immunoblastic",1.0,0.008147,1.0401,0.000102,0.005015,1
cytarabine,neuromyelitis optica,1.0,0.008898,1.0387,0.000102,0.005016,1
cytarabine,lambert-eaton myasthenic syndrome,1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,"leukemia, eosinophilic, acute",1.0,0.007598,1.0276,4.2e-05,0.005009,1
cytarabine,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.011134,1.0536,0.000195,0.005025,1
cytarabine,"vasculitis, central nervous system",1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,burkitt lymphoma,1.0,0.008549,1.045,0.000127,0.005017,1
cytarabine,myelodysplastic syndromes,1.0,0.012098,1.0544,0.000246,0.005024,1
cytarabine,"leukemia, myeloid, acute",1.0,0.011219,1.053,0.000212,0.005021,1
cytarabine,"histiocytosis, langerhans-cell",1.0,0.007933,1.0338,9.3e-05,0.005011,1
cytarabine,lymphoma,1.0,0.014807,1.0801,0.000424,0.005032,1
cytarabine,leukemia,1.0,0.013022,1.0618,0.000289,0.005028,1
cytarabine,mediastinal neoplasms,1.0,0.008147,1.0401,0.000102,0.005015,1
cytarabine,central nervous system neoplasms,1.0,0.008953,1.0422,0.000144,0.005015,1
cytarabine,"leukemia, basophilic, acute",1.0,0.007598,1.0276,4.2e-05,0.005009,1
cytarabine,myasthenia gravis,1.0,0.00865,1.0308,5.9e-05,0.005012,1
cytarabine,autoimmune diseases of the nervous system,1.0,0.008066,1.0303,5.9e-05,0.005012,1
cytarabine,stiff-person syndrome,1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,opsoclonus-myoclonus syndrome,1.0,0.007605,1.0293,4.2e-05,0.005011,1
cytarabine,"leukemia, monocytic, acute",1.0,0.007213,1.027,3.4e-05,0.005008,1
cytarabine,"leukemia, myelogenous, chronic, bcr-abl positive",1.0,0.007609,1.0336,7.6e-05,0.005009,1
cytarabine,autoimmune diseases,1.0,0.009207,1.0444,0.000153,0.005017,1
ceftaroline,diabetes mellitus,1.0,0.158897,1.0842,2.4e-05,0.005009,1
dabigatran,communication disorders,1.0,0.075485,1.0109,7e-06,0.005002,1
dabigatran,dementia,1.0,0.101554,1.0857,6.9e-05,0.005014,1
propofol,pain,1.0,0.011061,1.0549,0.000289,0.005016,1
propofol,postoperative complications,1.0,0.006751,1.0245,2.3e-05,0.005004,1
propofol,abdominal neoplasms,1.0,0.008575,1.0253,3.9e-05,0.005007,1
propofol,stroke,1.0,0.009018,1.0493,0.000219,0.005008,1
propofol,headache,1.0,0.009193,1.0297,7e-05,0.005009,1
propofol,obesity,1.0,0.015748,1.146,0.000828,0.00503,1
propofol,neoplasms,1.0,0.010683,1.0586,0.000273,0.005014,1
propofol,seizures,1.0,0.009337,1.0399,0.000187,0.005011,1
propofol,vomiting,1.0,0.010854,1.0355,0.000141,0.005011,1
propofol,constipation,1.0,0.006389,1.0229,8e-06,0.005003,1
propofol,synesthesia,1.0,0.012155,1.0413,0.000227,0.005014,1
propofol,neurofibromatoses,1.0,0.008575,1.0253,3.9e-05,0.005007,1
propofol,respiratory insufficiency,1.0,0.007257,1.0261,3.9e-05,0.005004,1
propofol,hydrocephalus,1.0,0.008981,1.0259,4.7e-05,0.005008,1
propofol,brain diseases,1.0,0.007688,1.0294,6.2e-05,0.005006,1
propofol,stomach ulcer,1.0,0.006729,1.0235,1.6e-05,0.005003,1
propofol,delirium,1.0,0.008001,1.0326,9.4e-05,0.005008,1
propofol,epilepsy,1.0,0.014735,1.0844,0.000516,0.005022,1
propofol,stomach neoplasms,1.0,0.007865,1.0335,9.4e-05,0.005006,1
propofol,postoperative nausea and vomiting,1.0,0.010725,1.0341,0.000133,0.005011,1
propofol,arthritis,1.0,0.009141,1.053,0.000273,0.00501,1
propofol,sleep apnea syndromes,1.0,0.007706,1.0306,7.8e-05,0.005006,1
propofol,"obesity, morbid",1.0,0.010236,1.0316,9.4e-05,0.005006,1
remifentanil,pain,1.0,0.03909,1.0363,6.3e-05,0.005008,1
remifentanil,stroke,1.0,0.035077,1.0308,4.8e-05,0.005005,1
remifentanil,hyperalgesia,1.0,0.029176,1.0072,7e-06,0.005001,1
remifentanil,synesthesia,1.0,0.036229,1.023,4.9e-05,0.005006,1
remifentanil,opioid-related disorders,1.0,0.032598,1.0102,1.7e-05,0.005003,1
tamsulosin,prostatitis,1.0,0.076234,1.0033,3e-06,0.005001,1
tamsulosin,ureterolithiasis,1.0,0.061791,1.0029,1e-06,0.005001,1
tamsulosin,"urinary bladder, overactive",1.0,0.077072,1.0059,4e-06,0.005001,1
tamsulosin,prostatic hyperplasia,1.0,0.080364,1.0043,3e-06,0.005001,1
lomustine,recurrence,1.0,0.048617,1.0133,1e-05,0.005002,1
lomustine,astrocytoma,1.0,0.049928,1.0135,1.3e-05,0.005003,1
lomustine,glioblastoma,1.0,0.051648,1.0224,2.2e-05,0.005004,1
antihypertensive agents,diabetes mellitus,1.0,0.032765,1.0946,0.000171,0.005022,1
antihypertensive agents,hypertension,1.0,0.036239,1.1123,0.000235,0.005025,1
antihypertensive agents,atherosclerosis,1.0,0.024692,1.0388,5e-05,0.005011,1
antihypertensive agents,hypercholesterolemia,1.0,0.02352,1.0308,3.6e-05,0.005009,1
antihypertensive agents,heart diseases,1.0,0.025115,1.0271,4.3e-05,0.005008,1
antihypertensive agents,coronary disease,1.0,0.024541,1.0311,4e-05,0.005011,1
antihypertensive agents,cardiovascular diseases,1.0,0.031682,1.0766,0.00014,0.005021,1
insulin glargine,diabetes mellitus,1.0,0.025599,1.1001,0.000245,0.005025,1
insulin glargine,prediabetic state,1.0,0.017562,1.0313,3.7e-05,0.005007,1
insulin glargine,obesity,1.0,0.027496,1.1413,0.00036,0.005029,1
insulin glargine,heart failure,1.0,0.018506,1.033,6.1e-05,0.005007,1
insulin glargine,"diabetes mellitus, type 2",1.0,0.026644,1.0905,0.000241,0.005027,1
insulin glargine,"diabetes mellitus, type 1",1.0,0.018696,1.0474,9.8e-05,0.005012,1
insulin glargine,"diabetes, gestational",1.0,0.016689,1.0266,2.7e-05,0.005006,1
insulin glargine,"renal insufficiency, chronic",1.0,0.018102,1.0413,8.8e-05,0.005009,1
insulin glargine,overweight,1.0,0.017395,1.0386,6.8e-05,0.00501,1
insulin glargine,cardiovascular diseases,1.0,0.020585,1.0819,0.0002,0.005019,1
folic acid,"arthritis, rheumatoid",1.0,0.024182,1.1012,0.000284,0.00502,1
folic acid,rheumatic fever,1.0,0.016439,1.0269,3.4e-05,0.005004,1
folic acid,obesity,1.0,0.022242,1.1432,0.000396,0.005024,1
folic acid,"lupus erythematosus, systemic",1.0,0.016211,1.0355,5.6e-05,0.005006,1
folic acid,gingival overgrowth,1.0,0.013885,1.0204,4e-06,0.005001,1
folic acid,hypertension,1.0,0.022312,1.1198,0.00037,0.005023,1
folic acid,malaria,1.0,0.017165,1.0265,4.1e-05,0.005003,1
folic acid,hyperhomocysteinemia,1.0,0.013885,1.0204,4e-06,0.005001,1
folic acid,alzheimer disease,1.0,0.024101,1.1478,0.000426,0.005025,1
folic acid,arthritis,1.0,0.018769,1.0504,0.000131,0.005011,1
folic acid,head and neck neoplasms,1.0,0.015483,1.0351,4.9e-05,0.005004,1
aripiprazole,communication disorders,1.0,0.023465,1.0194,2.6e-05,0.005004,1
aripiprazole,psychophysiologic disorders,1.0,0.040213,1.0724,0.000212,0.005026,1
aripiprazole,dementia,1.0,0.042978,1.0948,0.000242,0.005029,1
aripiprazole,metabolic syndrome,1.0,0.023691,1.0473,7.6e-05,0.005007,1
aripiprazole,substance-related disorders,1.0,0.02162,1.0173,2.1e-05,0.005002,1
aripiprazole,"depression, postpartum",1.0,0.020391,1.0146,7e-06,0.005002,1
aripiprazole,alzheimer disease,1.0,0.034663,1.1388,0.000271,0.005023,1
melatonin,psychophysiologic disorders,1.0,0.026527,1.0836,0.000363,0.00503,1
melatonin,dementia,1.0,0.027992,1.1062,0.000416,0.005033,1
melatonin,prediabetic state,1.0,0.015416,1.0357,4.5e-05,0.005005,1
melatonin,dyssomnias,1.0,0.013367,1.0234,8e-06,0.005002,1
melatonin,obesity,1.0,0.021751,1.1461,0.000432,0.005027,1
melatonin,hypertension,1.0,0.019884,1.1226,0.000403,0.005022,1
melatonin,jet lag syndrome,1.0,0.013964,1.0234,8e-06,0.005002,1
melatonin,lennox gastaut syndrome,1.0,0.013815,1.0262,2.4e-05,0.005004,1
