Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
lapatinib,neoplasms,1.0,0.028812,1.0425,7.1e-05,0.005009,1
lapatinib,central nervous system neoplasms,1.0,0.025473,1.0261,3.5e-05,0.005005,1
lapatinib,colorectal neoplasms,1.0,0.029374,1.0253,4.1e-05,0.005006,1
lapatinib,"carcinoma, squamous cell",1.0,0.025987,1.0127,1.8e-05,0.005003,1
lapatinib,breast neoplasms,1.0,0.032947,1.0692,0.000116,0.005012,1
chlorpromazine,delirium,1.0,0.071091,1.0132,8e-06,0.005002,1
chlorpromazine,breast neoplasms,1.0,0.083045,1.0652,3.9e-05,0.005007,1
dasatinib,neurofibrosarcoma,1.0,0.014653,1.0156,4e-06,0.005002,1
dasatinib,rhabdomyosarcoma,1.0,0.018216,1.0297,5.7e-05,0.005005,1
dasatinib,sarcoma,1.0,0.017386,1.0341,7.5e-05,0.005006,1
dasatinib,hemangiopericytoma,1.0,0.014653,1.0156,4e-06,0.005002,1
dasatinib,"leukemia, lymphocytic, chronic, b-cell",1.0,0.017288,1.0338,7.5e-05,0.005006,1
dasatinib,chondrosarcoma,1.0,0.014653,1.0156,4e-06,0.005002,1
dasatinib,leukemia,1.0,0.0186,1.0541,0.00015,0.005009,1
dasatinib,chordoma,1.0,0.014653,1.0156,4e-06,0.005002,1
dasatinib,gastrointestinal stromal tumors,1.0,0.015145,1.0162,9e-06,0.005002,1
dasatinib,"leukemia, myelogenous, chronic, bcr-abl positive",1.0,0.016139,1.0261,4e-05,0.005004,1
dasatinib,alzheimer disease,1.0,0.022229,1.1426,0.000503,0.005018,1
dasatinib,breast neoplasms,1.0,0.021051,1.0781,0.000252,0.005012,1
dasatinib,giant cell tumor of bone,1.0,0.014653,1.0156,4e-06,0.005002,1
thioridazine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
thioridazine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
minoxidil,ovarian neoplasms,1.0,0.146125,1.0186,5e-06,0.005002,1
oxaliplatin,colonic neoplasms,1.0,0.0083,1.0248,3.2e-05,0.005005,1
oxaliplatin,esophageal neoplasms,1.0,0.009851,1.0295,7.7e-05,0.00501,1
oxaliplatin,neoplasm metastasis,1.0,0.010236,1.0276,7.1e-05,0.005009,1
oxaliplatin,pain,1.0,0.010754,1.0488,0.000239,0.005009,1
oxaliplatin,rectal neoplasms,1.0,0.01036,1.0227,3.9e-05,0.005006,1
oxaliplatin,gastrointestinal neoplasms,1.0,0.009707,1.0234,4.5e-05,0.005008,1
oxaliplatin,neoplasms,1.0,0.012063,1.0524,0.000226,0.005015,1
oxaliplatin,astrocytoma,1.0,0.009445,1.0274,8.4e-05,0.005007,1
oxaliplatin,leukemia,1.0,0.009861,1.0553,0.000219,0.005009,1
oxaliplatin,biliary tract neoplasms,1.0,0.010463,1.0234,5.8e-05,0.005009,1
oxaliplatin,"carcinoma, pancreatic ductal",1.0,0.009388,1.0206,3.9e-05,0.005007,1
oxaliplatin,carcinoma,1.0,0.013227,1.0503,0.000206,0.005016,1
oxaliplatin,colorectal neoplasms,1.0,0.012912,1.035,0.000129,0.005013,1
oxaliplatin,"neuroectodermal tumors, primitive, peripheral",1.0,0.008025,1.0171,1.3e-05,0.005003,1
oxaliplatin,"carcinoma, non-small-cell lung",1.0,0.011632,1.0369,0.000129,0.005013,1
oxaliplatin,neuralgia,1.0,0.008677,1.02,3.9e-05,0.005004,1
oxaliplatin,stomach neoplasms,1.0,0.010975,1.0275,7.7e-05,0.00501,1
oxaliplatin,pancreatic neoplasms,1.0,0.011284,1.0364,0.000103,0.005011,1
oxaliplatin,polyneuropathies,1.0,0.008044,1.0201,2.6e-05,0.005003,1
dehydroepiandrosterone,lacrimal apparatus diseases,1.0,0.038921,1.0065,2e-06,0.005001,1
dehydroepiandrosterone,salivary gland diseases,1.0,0.038921,1.0065,2e-06,0.005001,1
dehydroepiandrosterone,sjogren's syndrome,1.0,0.044834,1.0195,2.2e-05,0.005003,1
dehydroepiandrosterone,xerostomia,1.0,0.044466,1.009,7e-06,0.005001,1
dehydroepiandrosterone,alzheimer disease,1.0,0.053835,1.1327,0.000194,0.005015,1
milnacipran,"arthritis, rheumatoid",1.0,0.047777,1.0846,0.000103,0.00501,1
milnacipran,"osteoarthritis, knee",1.0,0.042159,1.0168,1.9e-05,0.005003,1
milnacipran,chronic pain,1.0,0.045912,1.012,1.5e-05,0.005002,1
milnacipran,intervertebral disc degeneration,1.0,0.037915,1.0058,4e-06,0.005001,1
sulfamethoxazole,pneumonia,1.0,0.083945,1.0101,1e-05,0.005003,1
sulfamethoxazole,hiv infections,1.0,0.105103,1.1238,8.2e-05,0.005016,1
biguanides,diabetes mellitus,1.0,0.087026,1.087,4.9e-05,0.005013,1
biguanides,"diabetes mellitus, type 2",1.0,0.08757,1.0776,4.8e-05,0.005013,1
lamotrigine,psychophysiologic disorders,1.0,0.043582,1.0711,0.000212,0.005029,1
lamotrigine,dementia,1.0,0.045354,1.0934,0.000242,0.005031,1
lamotrigine,"epilepsy, absence",1.0,0.025374,1.0133,1e-05,0.005002,1
lamotrigine,seizures,1.0,0.028753,1.028,5.7e-05,0.005011,1
lamotrigine,"epilepsies, partial",1.0,0.024129,1.0185,2.6e-05,0.005006,1
lamotrigine,asthma,1.0,0.02719,1.0602,0.000121,0.005009,1
lamotrigine,epilepsy,1.0,0.036417,1.072,0.000157,0.00502,1
didanosine,hiv-associated lipodystrophy syndrome,1.0,0.025033,1.0206,4.1e-05,0.005007,1
didanosine,aids dementia complex,1.0,0.020475,1.0135,1.4e-05,0.005003,1
didanosine,acquired immunodeficiency syndrome,1.0,0.025834,1.0243,6.2e-05,0.005008,1
didanosine,brain diseases,1.0,0.020868,1.0161,2.2e-05,0.005003,1
didanosine,aids-related complex,1.0,0.019307,1.01,5e-06,0.005002,1
didanosine,hemophilia a,1.0,0.022761,1.0124,1.6e-05,0.005004,1
didanosine,cardiovascular diseases,1.0,0.027545,1.0724,0.00016,0.005013,1
didanosine,hiv infections,1.0,0.041164,1.1296,0.000326,0.005023,1
inotuzumab ozogamicin,lymphoma,1.0,0.146996,1.059,1.7e-05,0.005006,1
ferrosoferric oxide,iron deficiencies,1.0,0.044865,1.004,1e-06,0.005001,1
ferrosoferric oxide,anemia,1.0,0.053106,1.0184,2e-05,0.005002,1
ferrosoferric oxide,epilepsy,1.0,0.056863,1.065,9e-05,0.005009,1
ferrosoferric oxide,menorrhagia,1.0,0.045302,1.0062,3e-06,0.005001,1
"emtricitabine, tenofovir disoproxil fumarate drug combination",infections,1.0,0.07745,1.0155,1.2e-05,0.005004,1
"emtricitabine, tenofovir disoproxil fumarate drug combination",hiv infections,1.0,0.096796,1.124,8.2e-05,0.005017,1
amphotericin b,candidiasis,1.0,0.055259,1.006,3e-06,0.005001,1
amphotericin b,"meningitis, cryptococcal",1.0,0.044873,1.0064,5e-06,0.005002,1
amphotericin b,meningitis,1.0,0.048787,1.009,8e-06,0.005002,1
amphotericin b,meningoencephalitis,1.0,0.044873,1.0064,5e-06,0.005002,1
amphotericin b,hiv infections,1.0,0.061655,1.1255,0.000204,0.005016,1
dantrolene,ataxia,1.0,0.063214,1.0042,1e-06,0.005,1
dantrolene,diabetes mellitus,1.0,0.079399,1.0851,7.3e-05,0.005009,1
dantrolene,wolfram syndrome,1.0,0.065074,1.0063,3e-06,0.005001,1
probucol,hypercholesterolemia,1.0,0.071536,1.0228,1e-05,0.005003,1
probucol,alzheimer disease,1.0,0.092231,1.1313,7.7e-05,0.005015,1
human growth hormone,fatigue,1.0,0.030667,1.0107,1.2e-05,0.005002,1
human growth hormone,covid-19,1.0,0.031594,1.0216,4.5e-05,0.005004,1
human growth hormone,"dwarfism, pituitary",1.0,0.026167,1.0066,4e-06,0.005001,1
human growth hormone,prader-willi syndrome,1.0,0.033174,1.0081,8e-06,0.005001,1
human growth hormone,hiv infections,1.0,0.039776,1.126,0.000245,0.005017,1
human growth hormone,"brain injuries, traumatic",1.0,0.033059,1.0115,1.6e-05,0.005002,1
diazoxide,diabetes mellitus,1.0,0.04999,1.0894,9.8e-05,0.005013,1
diazoxide,glucose metabolism disorders,1.0,0.037855,1.0167,1e-05,0.005002,1
diazoxide,obesity,1.0,0.050732,1.1302,0.000144,0.005017,1
diazoxide,hyperinsulinism,1.0,0.036177,1.013,4e-06,0.005001,1
pyridostigmine bromide,"hypotension, orthostatic",1.0,0.249518,1.001,1e-06,0.005,1
fluorodeoxyglucose f18,frontotemporal dementia,1.0,0.054353,1.01,6e-06,0.005001,1
fluorodeoxyglucose f18,asthma,1.0,0.060261,1.0555,5.2e-05,0.005008,1
fluorodeoxyglucose f18,alzheimer disease,1.0,0.06541,1.1324,0.000116,0.005016,1
nadolol,gastrointestinal hemorrhage,1.0,0.049363,1.0045,5e-06,0.005001,1
nadolol,asthma,1.0,0.047914,1.0525,6.9e-05,0.005007,1
nadolol,"hypertension, portal",1.0,0.048113,1.006,8e-06,0.005002,1
nadolol,fibrosis,1.0,0.054268,1.0144,1.9e-05,0.005003,1
"contraceptives, oral",insulin resistance,1.0,0.050765,1.0258,2.2e-05,0.005004,1
"contraceptives, oral",polycystic ovary syndrome,1.0,0.047678,1.0145,9e-06,0.005002,1
"contraceptives, oral",epilepsy,1.0,0.057367,1.065,6.7e-05,0.005009,1
oseltamivir,obesity,1.0,0.160715,1.1258,3.6e-05,0.005013,1
canagliflozin,diabetes mellitus,1.0,0.039232,1.0959,0.000122,0.00502,1
canagliflozin,obesity,1.0,0.043668,1.1369,0.00018,0.005026,1
canagliflozin,hypertension,1.0,0.040923,1.1136,0.000168,0.005023,1
canagliflozin,"diabetes mellitus, type 2",1.0,0.040684,1.0863,0.000121,0.005022,1
canagliflozin,overweight,1.0,0.031713,1.0346,3.4e-05,0.005008,1
etoposide,"lymphoma, non-hodgkin",1.0,0.00743,1.0721,0.000292,0.005033,1
etoposide,"lymphoma, b-cell",1.0,0.004988,1.0578,0.000125,0.005018,1
etoposide,thrombocytopenia,1.0,0.00499,1.0535,9.7e-05,0.005016,1
etoposide,spinocerebellar degenerations,1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,medulloblastoma,1.0,0.004776,1.0546,0.000111,0.005016,1
etoposide,"polyradiculoneuropathy, chronic inflammatory demyelinating",1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,"lymphoma, large-cell, immunoblastic",1.0,0.005972,1.0611,0.000167,0.005024,1
etoposide,teratoma,1.0,0.004643,1.0506,8.4e-05,0.005013,1
etoposide,neuromyelitis optica,1.0,0.006022,1.0597,0.000167,0.005021,1
etoposide,lambert-eaton myasthenic syndrome,1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,"leukemia, eosinophilic, acute",1.0,0.004932,1.0484,7e-05,0.005011,1
etoposide,lung neoplasms,1.0,0.00577,1.0723,0.000334,0.005019,1
etoposide,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.008065,1.0749,0.00032,0.005036,1
etoposide,"vasculitis, central nervous system",1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,rhabdomyosarcoma,1.0,0.005882,1.0582,0.000181,0.005017,1
etoposide,burkitt lymphoma,1.0,0.006306,1.0661,0.000209,0.005027,1
etoposide,myelodysplastic syndromes,1.0,0.00842,1.0757,0.000404,0.00503,1
etoposide,sarcoma,1.0,0.006314,1.0627,0.000237,0.005022,1
etoposide,osteosarcoma,1.0,0.003943,1.0458,2.8e-05,0.005007,1
etoposide,"leukemia, myeloid, acute",1.0,0.00771,1.0742,0.000348,0.005027,1
etoposide,lymphoma,1.0,0.01192,1.1019,0.000696,0.00505,1
etoposide,neoplasms,1.0,0.006397,1.0803,0.000487,0.005022,1
etoposide,leukemia,1.0,0.009382,1.0833,0.000473,0.005039,1
etoposide,kidney neoplasms,1.0,0.005236,1.0628,0.000181,0.005018,1
etoposide,carcinoma,1.0,0.006854,1.0782,0.000446,0.005023,1
etoposide,"carcinoma, neuroendocrine",1.0,0.003755,1.0459,2.8e-05,0.005006,1
etoposide,mediastinal neoplasms,1.0,0.005972,1.0611,0.000167,0.005024,1
etoposide,central nervous system neoplasms,1.0,0.006702,1.0633,0.000237,0.005025,1
etoposide,ovarian neoplasms,1.0,0.005809,1.0613,0.000195,0.005019,1
etoposide,"leukemia, basophilic, acute",1.0,0.004932,1.0484,7e-05,0.005011,1
etoposide,myasthenia gravis,1.0,0.005742,1.0516,9.7e-05,0.005015,1
etoposide,autoimmune diseases of the nervous system,1.0,0.005323,1.0511,9.7e-05,0.005015,1
etoposide,stiff-person syndrome,1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,"lymphoma, large b-cell, diffuse",1.0,0.005367,1.0586,0.000139,0.005021,1
etoposide,opsoclonus-myoclonus syndrome,1.0,0.00499,1.0501,7e-05,0.005015,1
etoposide,"leukemia, monocytic, acute",1.0,0.004647,1.0477,5.6e-05,0.00501,1
etoposide,precancerous conditions,1.0,0.005073,1.057,0.000139,0.005016,1
etoposide,multiple myeloma,1.0,0.00725,1.0709,0.00032,0.005027,1
etoposide,hiv infections,1.0,0.010766,1.168,0.001671,0.005038,1
etoposide,autoimmune diseases,1.0,0.006284,1.0655,0.000251,0.005022,1
etoposide,head and neck neoplasms,1.0,0.005504,1.059,0.000181,0.005017,1
dexrazoxane,rhabdomyosarcoma,1.0,0.151473,1.0154,4e-06,0.005002,1
floxuridine,stomach neoplasms,1.0,0.145868,1.012,4e-06,0.005002,1
anastrozole,metabolic syndrome,1.0,0.02541,1.0469,7.6e-05,0.005007,1
anastrozole,obesity,1.0,0.032958,1.1339,0.000252,0.005019,1
anastrozole,triple negative breast neoplasms,1.0,0.025512,1.0298,4e-05,0.005006,1
anastrozole,neoplasms,1.0,0.027219,1.0473,8.3e-05,0.005009,1
anastrozole,"breast neoplasms, male",1.0,0.023616,1.013,7e-06,0.005002,1
anastrozole,oligospermia,1.0,0.021671,1.0118,2e-06,0.005001,1
anastrozole,breast neoplasms,1.0,0.032158,1.0741,0.000135,0.005013,1
cromolyn sodium,rosacea,1.0,0.203974,1.0022,1e-06,0.005,1
carmustine,"lymphoma, non-hodgkin",1.0,0.011537,1.0447,0.000128,0.005015,1
carmustine,spinocerebellar degenerations,1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,"polyradiculoneuropathy, chronic inflammatory demyelinating",1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,gliosarcoma,1.0,0.010188,1.0307,0.000104,0.005008,1
carmustine,neuromyelitis optica,1.0,0.011113,1.0326,7.3e-05,0.005012,1
carmustine,lambert-eaton myasthenic syndrome,1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,"vasculitis, central nervous system",1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,sarcoma,1.0,0.010642,1.0355,0.000104,0.005011,1
carmustine,lymphoma,1.0,0.015919,1.0737,0.000306,0.005024,1
carmustine,leukemia,1.0,0.013649,1.0556,0.000208,0.005019,1
carmustine,central nervous system neoplasms,1.0,0.010932,1.0361,0.000104,0.005012,1
carmustine,myasthenia gravis,1.0,0.01115,1.0247,4.3e-05,0.00501,1
carmustine,autoimmune diseases of the nervous system,1.0,0.010355,1.0242,4.3e-05,0.005009,1
carmustine,stiff-person syndrome,1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,opsoclonus-myoclonus syndrome,1.0,0.009788,1.0232,3.1e-05,0.005009,1
carmustine,glioblastoma,1.0,0.010592,1.0367,0.000134,0.005009,1
carmustine,autoimmune diseases,1.0,0.011324,1.0382,0.00011,0.005013,1
carmustine,head and neck neoplasms,1.0,0.009937,1.0319,7.9e-05,0.005008,1
daunorubicin,"leukemia, eosinophilic, acute",1.0,0.018022,1.0157,1.5e-05,0.005005,1
daunorubicin,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.021155,1.0413,7e-05,0.005013,1
daunorubicin,myelodysplastic syndromes,1.0,0.024678,1.0421,8.9e-05,0.005015,1
daunorubicin,"leukemia, myeloid, acute",1.0,0.023353,1.0407,7.6e-05,0.005013,1
daunorubicin,lymphoma,1.0,0.02537,1.0675,0.000153,0.005017,1
daunorubicin,leukemia,1.0,0.024269,1.0495,0.000104,0.005016,1
daunorubicin,"leukemia, basophilic, acute",1.0,0.018022,1.0157,1.5e-05,0.005005,1
daunorubicin,"leukemia, monocytic, acute",1.0,0.017206,1.015,1.2e-05,0.005004,1
daunorubicin,"leukemia, myelogenous, chronic, bcr-abl positive",1.0,0.018164,1.0216,2.8e-05,0.005006,1
tapentadol,visceral pain,1.0,0.054155,1.0026,2e-06,0.005001,1
tapentadol,pain,1.0,0.069082,1.0342,3.8e-05,0.005006,1
tapentadol,opioid-related disorders,1.0,0.061319,1.0081,1e-05,0.005002,1
"aspirin, dipyridamole drug combination",stroke,1.0,0.157942,1.028,1e-05,0.005004,1
emtricitabine,"bone diseases, metabolic",1.0,0.02109,1.0096,1.4e-05,0.005004,1
emtricitabine,aids-related opportunistic infections,1.0,0.020438,1.0097,1.4e-05,0.005003,1
emtricitabine,"hepatitis b, chronic",1.0,0.024437,1.0121,2.7e-05,0.005005,1
emtricitabine,hepatitis c,1.0,0.024162,1.0155,3.8e-05,0.005006,1
emtricitabine,infections,1.0,0.025863,1.018,4.9e-05,0.005007,1
emtricitabine,hiv infections,1.0,0.040036,1.1267,0.000326,0.005021,1
emtricitabine,post-acute covid-19 syndrome,1.0,0.020837,1.0117,1.9e-05,0.005004,1
emtricitabine,warts,1.0,0.018591,1.0091,8e-06,0.005002,1
gentian violet,hiv infections,1.0,0.170416,1.1233,4.1e-05,0.005015,1
lisdexamfetamine dimesylate,glucose intolerance,1.0,0.076763,1.021,1e-05,0.005003,1
lisdexamfetamine dimesylate,obesity,1.0,0.089131,1.1267,7.2e-05,0.005015,1
prednisolone,"arthritis, rheumatoid",1.0,0.011928,1.1166,0.000697,0.005024,1
prednisolone,rheumatic fever,1.0,0.007068,1.0413,8.3e-05,0.005007,1
prednisolone,cough,1.0,0.010401,1.0368,4.6e-05,0.005004,1
prednisolone,"lymphoma, large-cell, immunoblastic",1.0,0.007214,1.0516,0.00011,0.005013,1
prednisolone,"aspergillosis, allergic bronchopulmonary",1.0,0.007261,1.0362,3.7e-05,0.005004,1
prednisolone,diabetes mellitus,1.0,0.009297,1.1174,0.00066,0.005017,1
prednisolone,respiratory sounds,1.0,0.007182,1.0368,4.6e-05,0.005005,1
prednisolone,tuberculosis,1.0,0.008021,1.0517,0.000183,0.00501,1
prednisolone,precursor cell lymphoblastic leukemia-lymphoma,1.0,0.008037,1.0653,0.000211,0.005016,1
prednisolone,vestibular diseases,1.0,0.006517,1.0352,1.8e-05,0.005004,1
prednisolone,burkitt lymphoma,1.0,0.007413,1.0566,0.000138,0.005014,1
prednisolone,ocular hypertension,1.0,0.010536,1.0387,0.000119,0.005006,1
prednisolone,"glaucoma, open-angle",1.0,0.01192,1.0403,0.000147,0.005007,1
prednisolone,lymphoma,1.0,0.009554,1.0921,0.000458,0.005022,1
prednisolone,anti-neutrophil cytoplasmic antibody-associated vasculitis,1.0,0.006623,1.0377,3.7e-05,0.005005,1
prednisolone,mediastinal neoplasms,1.0,0.007214,1.0516,0.00011,0.005013,1
prednisolone,polymyalgia rheumatica,1.0,0.005697,1.0349,9e-06,0.005003,1
prednisolone,"lymphoma, large b-cell, diffuse",1.0,0.006748,1.0492,9.2e-05,0.00501,1
prednisolone,respiratory insufficiency,1.0,0.006435,1.0379,4.6e-05,0.005004,1
prednisolone,mucocutaneous lymph node syndrome,1.0,0.005976,1.0371,2.8e-05,0.005004,1
prednisolone,asthma,1.0,0.011076,1.0848,0.000468,0.005016,1
prednisolone,disease progression,1.0,0.005697,1.0349,9e-06,0.005003,1
prednisolone,"spasms, infantile",1.0,0.006856,1.0368,4.6e-05,0.005004,1
prednisolone,hiv infections,1.0,0.013481,1.1576,0.0011,0.00503,1
prednisolone,"pulmonary disease, chronic obstructive",1.0,0.008913,1.0517,0.00022,0.005011,1
prednisolone,arthritis,1.0,0.008766,1.0651,0.000321,0.005014,1
prednisolone,vestibular neuronitis,1.0,0.006517,1.0352,1.8e-05,0.005004,1
terbutaline,asthma,1.0,0.1652,1.051,1.7e-05,0.005006,1
latanoprost,dry eye syndromes,1.0,0.046833,1.0051,1e-05,0.005002,1
latanoprost,ocular hypertension,1.0,0.06919,1.0062,1.8e-05,0.005005,1
latanoprost,"glaucoma, open-angle",1.0,0.078177,1.0078,2.2e-05,0.005005,1
latanoprost,glaucoma,1.0,0.065975,1.0145,3e-05,0.005005,1
telmisartan,diabetic nephropathies,1.0,0.020016,1.0293,3.8e-05,0.005006,1
telmisartan,stroke,1.0,0.022955,1.0442,7.6e-05,0.005009,1
telmisartan,obesity,1.0,0.027839,1.1405,0.000288,0.005025,1
telmisartan,hypertension,1.0,0.031586,1.1171,0.000269,0.005027,1
telmisartan,"hypertension, renal",1.0,0.017891,1.0241,1.6e-05,0.005003,1
telmisartan,hypercholesterolemia,1.0,0.020028,1.0352,4.1e-05,0.005008,1
telmisartan,cardiovascular diseases,1.0,0.025201,1.0812,0.00016,0.005019,1
telmisartan,alzheimer disease,1.0,0.029972,1.145,0.00031,0.005025,1
thioguanine,"leukemia, myeloid, acute",1.0,0.144793,1.0315,8e-06,0.005003,1
misoprostol,"arthritis, rheumatoid",1.0,0.067016,1.0843,7.7e-05,0.005011,1
misoprostol,osteoarthritis,1.0,0.055207,1.0259,2.6e-05,0.005005,1
misoprostol,"spondylitis, ankylosing",1.0,0.0492,1.0061,3e-06,0.005001,1
everolimus,"carcinoma, renal cell",1.0,0.012582,1.0191,4.3e-05,0.005005,1
everolimus,"carcinoma, hepatocellular",1.0,0.012371,1.0173,3.8e-05,0.005004,1
everolimus,triple negative breast neoplasms,1.0,0.012799,1.0313,9.2e-05,0.005007,1
everolimus,astrocytoma,1.0,0.012496,1.0239,7.1e-05,0.005005,1
everolimus,"neoplasms, germ cell and embryonal",1.0,0.010536,1.0131,5e-06,0.005002,1
everolimus,tuberous sclerosis,1.0,0.011888,1.0156,2.2e-05,0.005003,1
everolimus,focal cortical dysplasia,1.0,0.010536,1.0131,5e-06,0.005002,1
everolimus,sturge-weber syndrome,1.0,0.01134,1.0134,1.1e-05,0.005002,1
everolimus,testicular neoplasms,1.0,0.010536,1.0131,5e-06,0.005002,1
everolimus,"renal insufficiency, chronic",1.0,0.013369,1.0361,0.000141,0.005006,1
everolimus,gastrointestinal stromal tumors,1.0,0.011028,1.0138,1.1e-05,0.005002,1
everolimus,epilepsy,1.0,0.015172,1.0744,0.000359,0.005011,1
everolimus,cytomegalovirus infections,1.0,0.013841,1.0177,4.9e-05,0.005003,1
everolimus,"mesothelioma, malignant",1.0,0.011558,1.016,2.7e-05,0.005003,1
everolimus,breast neoplasms,1.0,0.016935,1.0756,0.00031,0.005013,1
everolimus,urinary bladder neoplasms,1.0,0.012673,1.0227,6e-05,0.005005,1
raltegravir potassium,"bone diseases, metabolic",1.0,0.012967,1.0149,2.2e-05,0.005004,1
raltegravir potassium,metabolic syndrome,1.0,0.013879,1.0473,0.000141,0.005007,1
raltegravir potassium,tuberculosis,1.0,0.015601,1.0291,8.8e-05,0.005007,1
raltegravir potassium,"multiple sclerosis, relapsing-remitting",1.0,0.014262,1.018,3.5e-05,0.005003,1
raltegravir potassium,"liver cirrhosis, biliary",1.0,0.01176,1.0135,1.3e-05,0.005003,1
raltegravir potassium,acquired immunodeficiency syndrome,1.0,0.01577,1.0272,0.000102,0.005009,1
raltegravir potassium,fatty liver,1.0,0.012317,1.0192,3.1e-05,0.005004,1
raltegravir potassium,osteoporosis,1.0,0.013207,1.0199,5.3e-05,0.005003,1
raltegravir potassium,"renal insufficiency, chronic",1.0,0.014548,1.035,0.000115,0.005006,1
raltegravir potassium,hepatitis c,1.0,0.014476,1.0209,6.2e-05,0.005006,1
raltegravir potassium,infections,1.0,0.016131,1.0234,7.9e-05,0.005008,1
raltegravir potassium,hiv seropositivity,1.0,0.011501,1.0128,9e-06,0.005002,1
raltegravir potassium,hiv infections,1.0,0.026792,1.1327,0.00053,0.005025,1
darunavir,acquired immunodeficiency syndrome,1.0,0.054044,1.02,2.3e-05,0.005006,1
darunavir,infections,1.0,0.053812,1.0162,1.8e-05,0.005005,1
darunavir,hiv infections,1.0,0.072865,1.1248,0.000122,0.005019,1
serine,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
cephalexin,neuroinflammatory diseases,1.0,0.052824,1.006,5e-06,0.005002,1
cephalexin,"renal insufficiency, chronic",1.0,0.061039,1.0257,2.6e-05,0.005004,1
cephalexin,autoimmune diseases,1.0,0.055228,1.0241,1.8e-05,0.005003,1
temazepam,psychophysiologic disorders,1.0,0.064435,1.0692,0.000121,0.005024,1
temazepam,sleep initiation and maintenance disorders,1.0,0.037401,1.0155,1.4e-05,0.005003,1
temazepam,dementia,1.0,0.066769,1.0914,0.000139,0.005026,1
temazepam,hiv infections,1.0,0.048892,1.1292,0.000163,0.005018,1
liraglutide,"ventricular dysfunction, left",1.0,0.007091,1.0395,4.1e-05,0.005006,1
liraglutide,infertility,1.0,0.007841,1.0394,4.9e-05,0.005006,1
liraglutide,paraproteinemias,1.0,0.006264,1.0329,8e-06,0.005003,1
liraglutide,diabetes mellitus,1.0,0.014492,1.1151,0.000587,0.005031,1
liraglutide,metabolic syndrome,1.0,0.009801,1.068,0.000261,0.005018,1
liraglutide,prediabetic state,1.0,0.009059,1.0454,9e-05,0.00501,1
liraglutide,obesity,1.0,0.01763,1.1568,0.000864,0.005037,1
liraglutide,"sleep apnea, obstructive",1.0,0.008077,1.0387,8.2e-05,0.005005,1
liraglutide,polycystic ovary syndrome,1.0,0.008239,1.0427,7.3e-05,0.005009,1
liraglutide,"angina, stable",1.0,0.006912,1.0359,3.3e-05,0.005005,1
liraglutide,nutrition disorders,1.0,0.006589,1.0341,1.6e-05,0.005004,1
liraglutide,non-alcoholic fatty liver disease,1.0,0.009477,1.0458,0.000114,0.00501,1
liraglutide,fatty liver,1.0,0.007673,1.0394,5.7e-05,0.005008,1
liraglutide,"diabetes mellitus, type 2",1.0,0.01613,1.1054,0.000579,0.005033,1
liraglutide,"diabetes mellitus, type 1",1.0,0.009465,1.0616,0.000236,0.005014,1
liraglutide,coronary disease,1.0,0.008443,1.0503,0.000139,0.005012,1
liraglutide,myocardial ischemia,1.0,0.008055,1.0388,6.5e-05,0.005006,1
liraglutide,overweight,1.0,0.00937,1.0527,0.000163,0.005014,1
liraglutide,prader-willi syndrome,1.0,0.008888,1.0343,3.3e-05,0.005004,1
liraglutide,cardiovascular diseases,1.0,0.012189,1.0967,0.000481,0.005026,1
liraglutide,hiv infections,1.0,0.012799,1.1552,0.000978,0.005024,1
liraglutide,isolated systolic hypertension,1.0,0.006264,1.0329,8e-06,0.005003,1
liraglutide,lung diseases,1.0,0.007877,1.043,0.00013,0.005006,1
liraglutide,"obesity, morbid",1.0,0.009558,1.0413,9.8e-05,0.005006,1
resveratrol,metabolic syndrome,1.0,0.039106,1.0461,4.3e-05,0.005009,1
resveratrol,insulin resistance,1.0,0.038729,1.0326,3e-05,0.005007,1
resveratrol,obesity,1.0,0.049726,1.1331,0.000144,0.005021,1
resveratrol,alzheimer disease,1.0,0.049507,1.1376,0.000155,0.00502,1
enalapril,"lymphoma, non-hodgkin",1.0,0.016362,1.0438,6.4e-05,0.005005,1
enalapril,"arthritis, rheumatoid",1.0,0.022343,1.0968,0.000232,0.005015,1
enalapril,hypertension,1.0,0.028635,1.1154,0.000303,0.005023,1
enalapril,heart failure,1.0,0.020254,1.0307,5.5e-05,0.005005,1
