Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label,graph_score,p_like,SelectedDrug
azithromycin,"neoplasms, squamous cell",0.2,4.3e-05,1.0166,1.2e-05,0.0,0,-4.55216373,0.01043434102986578,Azithromycin
azithromycin,hemoptysis,0.2,4.3e-05,1.0166,1.2e-05,0.0,0,-4.55216373,0.01043434102986578,Azithromycin
azithromycin,genetic predisposition to disease,0.2,0.0001,1.0164,1.7e-05,0.0,0,-4.552171680000001,0.010434258942734082,Azithromycin
azithromycin,"nephritis, hereditary",0.2,0.000109,1.0163,2.3e-05,0.0,0,-4.55218067,0.010434166117929832,Azithromycin
azithromycin,bulimia,0.2,4.6e-05,1.0164,1.2e-05,0.0,0,-4.552184980000001,0.010434121616005316,Azithromycin
azithromycin,laryngeal neoplasms,0.2,6.1e-05,1.0163,1.7e-05,0.0,0,-4.552192430000001,0.010434044693167995,Azithromycin
azithromycin,"ischemic attack, transient",0.2,4.8e-05,1.0163,1.2e-05,0.0,0,-4.552195480000001,0.010434013201430031,Azithromycin
azithromycin,hyperuricemia,0.2,5.2e-05,1.0162,1.2e-05,0.0,0,-4.5522054800000005,0.010433909950489819,Azithromycin
azithromycin,retinal diseases,0.2,4.8e-05,1.0162,1.2e-05,0.0,0,-4.552206480000001,0.010433899625451399,Azithromycin
azithromycin,nasopharyngeal neoplasms,0.2,4.5e-05,1.0162,1.2e-05,0.0,0,-4.5522072300000005,0.01043389188167922,Azithromycin
azithromycin,non-muscle invasive bladder neoplasms,0.2,4.5e-05,1.0162,1.2e-05,0.0,0,-4.5522072300000005,0.01043389188167922,Azithromycin
azithromycin,macular degeneration,0.2,8.1e-05,1.0161,1.7e-05,0.0,0,-4.5522094300000004,0.010433869166646965,Azithromycin
azithromycin,"breast neoplasms, male",0.2,9.3e-05,1.016,1.7e-05,0.0,0,-4.552217430000001,0.010433786566942141,Azithromycin
azithromycin,"epilepsies, myoclonic",0.2,9e-05,1.016,2.3e-05,0.0,0,-4.552218420000001,0.010433776345273654,Azithromycin
azithromycin,ankle fractures,0.2,8.5e-05,1.016,1.7e-05,0.0,0,-4.552219430000001,0.010433765917117028,Azithromycin
